index,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,url
228,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,71,https://api.vagalume.com.br/search.php?art=Michael%20Jackson&mus=Love%20Never%20Felt%20So%20Good&apikey=7789e585a72c1c95ab44a555ccc2b4e4
229,Burn,Ellie Goulding,dance pop,2014,87,78,56,-5,11,33,231,31,4,71,https://api.vagalume.com.br/search.php?art=Ellie%20Goulding&mus=Burn&apikey=7789e585a72c1c95ab44a555ccc2b4e4
230,She Looks So Perfect,5 Seconds of Summer,boy band,2014,160,95,49,-4,33,44,202,0,13,71,https://api.vagalume.com.br/search.php?art=5%20Seconds%20of%20Summer&mus=She%20Looks%20So%20Perfect&apikey=7789e585a72c1c95ab44a555ccc2b4e4
231,Fancy,Iggy Azalea,australian hip hop,2014,95,72,91,-4,5,38,200,9,7,70,https://api.vagalume.com.br/search.php?art=Iggy%20Azalea&mus=Fancy&apikey=7789e585a72c1c95ab44a555ccc2b4e4
232,Talk Dirty (feat. 2 Chainz),Jason Derulo,dance pop,2014,100,65,76,-7,31,76,178,3,23,68,https://api.vagalume.com.br/search.php?art=Jason%20Derulo&mus=Talk%20Dirty%20%28feat.%202%20Chainz%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
233,Gorilla,Bruno Mars,pop,2014,140,54,72,-7,10,64,244,45,4,68,https://api.vagalume.com.br/search.php?art=Bruno%20Mars&mus=Gorilla&apikey=7789e585a72c1c95ab44a555ccc2b4e4
234,human,Christina Perri,dance pop,2014,144,49,44,-6,11,25,251,13,4,68,https://api.vagalume.com.br/search.php?art=Christina%20Perri&mus=human&apikey=7789e585a72c1c95ab44a555ccc2b4e4
235,Young Girls,Bruno Mars,pop,2014,126,75,56,-5,21,50,229,46,3,67,https://api.vagalume.com.br/search.php?art=Bruno%20Mars&mus=Young%20Girls&apikey=7789e585a72c1c95ab44a555ccc2b4e4
236,Wiggle (feat. Snoop Dogg),Jason Derulo,dance pop,2014,82,62,70,-7,16,72,193,8,25,67,https://api.vagalume.com.br/search.php?art=Jason%20Derulo&mus=Wiggle%20%28feat.%20Snoop%20Dogg%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
237,Love Runs Out,OneRepublic,dance pop,2014,120,93,72,-4,8,74,225,17,6,66,https://api.vagalume.com.br/search.php?art=OneRepublic&mus=Love%20Runs%20Out&apikey=7789e585a72c1c95ab44a555ccc2b4e4
238,This Is How We Do,Katy Perry,dance pop,2014,96,64,69,-6,15,80,204,2,5,66,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=This%20Is%20How%20We%20Do&apikey=7789e585a72c1c95ab44a555ccc2b4e4
239,Mmm Yeah (feat. Pitbull),Austin Mahone,dance pop,2014,126,92,71,-4,27,98,232,0,4,65,https://api.vagalume.com.br/search.php?art=Austin%20Mahone&mus=Mmm%20Yeah%20%28feat.%20Pitbull%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
240,A Little Party Never Killed Nobody (All We Got),Fergie,dance pop,2014,130,62,76,-6,9,52,241,1,18,65,https://api.vagalume.com.br/search.php?art=Fergie&mus=A%20Little%20Party%20Never%20Killed%20Nobody%20%28All%20We%20Got%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
241,#SELFIE,The Chainsmokers,electropop,2014,128,92,79,-3,8,66,184,1,25,65,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=%23SELFIE&apikey=7789e585a72c1c95ab44a555ccc2b4e4
242,Partition,Beyoncé,dance pop,2014,186,44,41,-12,31,17,319,3,29,65,https://api.vagalume.com.br/search.php?art=Beyonc%C3%A9&mus=Partition&apikey=7789e585a72c1c95ab44a555ccc2b4e4
243,Birthday,Katy Perry,dance pop,2014,126,67,72,-5,11,84,215,9,7,65,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=Birthday&apikey=7789e585a72c1c95ab44a555ccc2b4e4
244,G.U.Y.,Lady Gaga,dance pop,2014,110,92,62,-3,12,57,233,1,4,65,https://api.vagalume.com.br/search.php?art=Lady%20Gaga&mus=G.U.Y.&apikey=7789e585a72c1c95ab44a555ccc2b4e4
245,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,complextro,2014,128,74,60,-3,9,46,217,11,4,64,https://api.vagalume.com.br/search.php?art=Zedd&mus=Stay%20The%20Night%20-%20Featuring%20Hayley%20Williams%20Of%20Paramore&apikey=7789e585a72c1c95ab44a555ccc2b4e4
246,"Let It Go - From Frozen / Single Version",Demi Lovato,dance pop,2014,140,66,50,-6,27,25,226,3,4,63,https://api.vagalume.com.br/search.php?art=Demi%20Lovato&mus=Let%20It%20Go%20-%20From%20%22Frozen%20/%20Single%20Version&apikey=7789e585a72c1c95ab44a555ccc2b4e4
247,Wings,Birdy,neo mellow,2014,83,71,47,-5,16,22,252,8,3,62,https://api.vagalume.com.br/search.php?art=Birdy&mus=Wings&apikey=7789e585a72c1c95ab44a555ccc2b4e4
248,Can't Remember to Forget You (feat. Rihanna),Shakira,colombian pop,2014,138,81,69,-4,14,82,207,12,7,62,https://api.vagalume.com.br/search.php?art=Shakira&mus=Can%27t%20Remember%20to%20Forget%20You%20%28feat.%20Rihanna%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
249,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,dance pop,2014,192,77,35,-4,12,4,191,6,5,61,https://api.vagalume.com.br/search.php?art=David%20Guetta&mus=Shot%20Me%20Down%20%28feat.%20Skylar%20Grey%29%20-%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
250,Say Something,A Great Big World,neo mellow,2014,138,15,45,-9,9,9,229,87,3,61,https://api.vagalume.com.br/search.php?art=A%20Great%20Big%20World&mus=Say%20Something&apikey=7789e585a72c1c95ab44a555ccc2b4e4
251,A Sky Full of Stars,Coldplay,permanent wave,2014,125,68,55,-6,21,16,268,1,3,60,https://api.vagalume.com.br/search.php?art=Coldplay&mus=A%20Sky%20Full%20of%20Stars&apikey=7789e585a72c1c95ab44a555ccc2b4e4
252,Come Get It Bae,Pharrell Williams,dance pop,2014,120,80,93,-6,10,90,202,27,8,59,https://api.vagalume.com.br/search.php?art=Pharrell%20Williams&mus=Come%20Get%20It%20Bae&apikey=7789e585a72c1c95ab44a555ccc2b4e4
253,Chandelier,Sia,australian dance,2014,174,78,29,-3,7,62,216,2,7,56,https://api.vagalume.com.br/search.php?art=Sia&mus=Chandelier&apikey=7789e585a72c1c95ab44a555ccc2b4e4
254,XO,Beyoncé,dance pop,2014,170,79,47,-9,31,21,216,17,26,56,https://api.vagalume.com.br/search.php?art=Beyonc%C3%A9&mus=XO&apikey=7789e585a72c1c95ab44a555ccc2b4e4
255,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,dance pop,2014,125,94,60,-4,10,55,222,0,7,56,https://api.vagalume.com.br/search.php?art=Pitbull&mus=We%20Are%20One%20%28Ole%20Ola%29%20%5BThe%20Official%202014%20FIFA%20World%20Cup%20Song%5D&apikey=7789e585a72c1c95ab44a555ccc2b4e4
256,Not About Angels,Birdy,neo mellow,2014,116,14,41,-10,9,23,190,97,4,56,https://api.vagalume.com.br/search.php?art=Birdy&mus=Not%20About%20Angels&apikey=7789e585a72c1c95ab44a555ccc2b4e4
257,Drunk in Love,Beyoncé,dance pop,2014,140,62,59,-7,18,40,323,1,5,52,https://api.vagalume.com.br/search.php?art=Beyonc%C3%A9&mus=Drunk%20in%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
258,Anaconda,Nicki Minaj,dance pop,2014,130,60,96,-6,21,65,260,7,18,50,https://api.vagalume.com.br/search.php?art=Nicki%20Minaj&mus=Anaconda&apikey=7789e585a72c1c95ab44a555ccc2b4e4
259,Boom Clap,Charli XCX,candy pop,2014,92,81,68,-4,34,64,169,7,6,50,https://api.vagalume.com.br/search.php?art=Charli%20XCX&mus=Boom%20Clap&apikey=7789e585a72c1c95ab44a555ccc2b4e4
260,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,colombian pop,2014,128,82,80,-5,35,61,198,18,4,50,https://api.vagalume.com.br/search.php?art=Shakira&mus=La%20La%20La%20%28Brasil%202014%29%20%28feat.%20Carlinhos%20Brown%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
261,Tee Shirt - Soundtrack Version,Birdy,neo mellow,2014,76,34,68,-9,9,56,160,84,3,49,https://api.vagalume.com.br/search.php?art=Birdy&mus=Tee%20Shirt%20-%20Soundtrack%20Version&apikey=7789e585a72c1c95ab44a555ccc2b4e4
262,Words as Weapons,Birdy,neo mellow,2014,120,35,53,-9,14,19,239,28,3,44,https://api.vagalume.com.br/search.php?art=Birdy&mus=Words%20as%20Weapons&apikey=7789e585a72c1c95ab44a555ccc2b4e4
263,You're Mine (Eternal),Mariah Carey,dance pop,2014,149,58,63,-7,38,56,224,28,7,38,https://api.vagalume.com.br/search.php?art=Mariah%20Carey&mus=You%27re%20Mine%20%28Eternal%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
264,Sheezus,Lily Allen,dance pop,2014,130,50,78,-7,11,39,235,15,4,37,https://api.vagalume.com.br/search.php?art=Lily%20Allen&mus=Sheezus&apikey=7789e585a72c1c95ab44a555ccc2b4e4
265,Cannonball,Lea Michele,hollywood,2014,92,82,56,-3,19,57,215,2,5,37,https://api.vagalume.com.br/search.php?art=Lea%20Michele&mus=Cannonball&apikey=7789e585a72c1c95ab44a555ccc2b4e4
266,It's On Again - Main Soundtrack,Alicia Keys,hip pop,2014,110,54,64,-9,25,53,230,10,11,30,https://api.vagalume.com.br/search.php?art=Alicia%20Keys&mus=It%27s%20On%20Again%20-%20Main%20Soundtrack&apikey=7789e585a72c1c95ab44a555ccc2b4e4
267,I Luh Ya Papi,Jennifer Lopez,dance pop,2014,96,73,74,-6,12,59,207,45,42,28,https://api.vagalume.com.br/search.php?art=Jennifer%20Lopez&mus=I%20Luh%20Ya%20Papi&apikey=7789e585a72c1c95ab44a555ccc2b4e4
268,Not a Bad Thing,Justin Timberlake,dance pop,2014,86,73,59,-6,38,46,266,27,6,0,https://api.vagalume.com.br/search.php?art=Justin%20Timberlake&mus=Not%20a%20Bad%20Thing&apikey=7789e585a72c1c95ab44a555ccc2b4e4
269,Thinking out Loud,Ed Sheeran,pop,2015,79,45,78,-6,18,59,282,47,3,84,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Thinking%20out%20Loud&apikey=7789e585a72c1c95ab44a555ccc2b4e4
270,I'm Not The Only One,Sam Smith,pop,2015,82,49,68,-6,8,49,239,53,4,84,https://api.vagalume.com.br/search.php?art=Sam%20Smith&mus=I%27m%20Not%20The%20Only%20One&apikey=7789e585a72c1c95ab44a555ccc2b4e4
271,The Hills,The Weeknd,canadian contemporary r&b,2015,113,56,58,-7,14,14,242,7,5,84,https://api.vagalume.com.br/search.php?art=The%20Weeknd&mus=The%20Hills&apikey=7789e585a72c1c95ab44a555ccc2b4e4
272,Love Yourself,Justin Bieber,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Love%20Yourself&apikey=7789e585a72c1c95ab44a555ccc2b4e4
273,Uptown Funk,Mark Ronson,dance pop,2015,115,61,86,-7,3,93,270,1,8,82,https://api.vagalume.com.br/search.php?art=Mark%20Ronson&mus=Uptown%20Funk&apikey=7789e585a72c1c95ab44a555ccc2b4e4
274,Take Me To Church,Hozier,irish singer-songwriter,2015,129,66,57,-5,12,44,242,63,5,81,https://api.vagalume.com.br/search.php?art=Hozier&mus=Take%20Me%20To%20Church&apikey=7789e585a72c1c95ab44a555ccc2b4e4
275,Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,81,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Sugar&apikey=7789e585a72c1c95ab44a555ccc2b4e4
276,Sorry,Justin Bieber,canadian pop,2015,100,76,65,-4,30,41,201,8,5,81,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Sorry&apikey=7789e585a72c1c95ab44a555ccc2b4e4
277,FourFiveSeconds,Rihanna,barbadian pop,2015,206,27,58,-6,13,35,188,88,5,80,https://api.vagalume.com.br/search.php?art=Rihanna&mus=FourFiveSeconds&apikey=7789e585a72c1c95ab44a555ccc2b4e4
278,"Love Me Like You Do - From Fifty Shades Of Grey",Ellie Goulding,dance pop,2015,190,61,26,-7,13,28,253,25,5,79,https://api.vagalume.com.br/search.php?art=Ellie%20Goulding&mus=Love%20Me%20Like%20You%20Do%20-%20From%20%22Fifty%20Shades%20Of%20Grey%22&apikey=7789e585a72c1c95ab44a555ccc2b4e4
279,"Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey Soundtrack",The Weeknd,canadian contemporary r&b,2015,120,38,66,-6,10,44,252,39,3,79,https://api.vagalume.com.br/search.php?art=The%20Weeknd&mus=Earned%20It%20%28Fifty%20Shades%20Of%20Grey%29%20-%20From%20The%20%22Fifty%20Shades%20Of%20Grey%22%20Soundtrack&apikey=7789e585a72c1c95ab44a555ccc2b4e4
280,What Do You Mean?,Justin Bieber,canadian pop,2015,125,57,85,-8,8,79,206,59,10,79,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=What%20Do%20You%20Mean%3F&apikey=7789e585a72c1c95ab44a555ccc2b4e4
281,Stitches,Shawn Mendes,canadian pop,2015,150,75,75,-7,5,76,207,2,7,78,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Stitches&apikey=7789e585a72c1c95ab44a555ccc2b4e4
282,Want to Want Me,Jason Derulo,dance pop,2015,114,68,78,-6,11,66,208,1,6,77,https://api.vagalume.com.br/search.php?art=Jason%20Derulo&mus=Want%20to%20Want%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
283,My House,Flo Rida,dance pop,2015,94,70,69,-5,13,74,192,2,5,77,https://api.vagalume.com.br/search.php?art=Flo%20Rida&mus=My%20House&apikey=7789e585a72c1c95ab44a555ccc2b4e4
284,Waves - Robin Schulz Radio Edit,Mr. Probz,tropical house,2015,120,51,83,-9,8,45,208,1,4,77,https://api.vagalume.com.br/search.php?art=Mr.%20Probz&mus=Waves%20-%20Robin%20Schulz%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
285,Night Changes,One Direction,boy band,2015,120,52,67,-8,12,37,227,86,4,77,https://api.vagalume.com.br/search.php?art=One%20Direction&mus=Night%20Changes&apikey=7789e585a72c1c95ab44a555ccc2b4e4
286,How Deep Is Your Love,Calvin Harris,dance pop,2015,122,87,74,-4,39,34,213,4,7,77,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=How%20Deep%20Is%20Your%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
287,Never Forget You,Zara Larsson,dance pop,2015,146,73,58,-6,27,28,213,0,5,77,https://api.vagalume.com.br/search.php?art=Zara%20Larsson&mus=Never%20Forget%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
288,Love Me Harder,Ariana Grande,dance pop,2015,99,71,47,-4,8,24,236,1,3,76,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=Love%20Me%20Harder&apikey=7789e585a72c1c95ab44a555ccc2b4e4
289,Animals,Maroon 5,pop,2015,190,74,28,-6,59,33,231,0,9,76,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Animals&apikey=7789e585a72c1c95ab44a555ccc2b4e4
290,Blame,Calvin Harris,dance pop,2015,128,86,41,-4,34,35,213,3,8,76,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=Blame&apikey=7789e585a72c1c95ab44a555ccc2b4e4
291,Worth It,Fifth Harmony,dance pop,2015,100,77,88,-4,12,59,225,6,9,75,https://api.vagalume.com.br/search.php?art=Fifth%20Harmony&mus=Worth%20It&apikey=7789e585a72c1c95ab44a555ccc2b4e4
292,Break Free,Ariana Grande,dance pop,2015,130,70,69,-5,20,28,215,1,5,75,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=Break%20Free&apikey=7789e585a72c1c95ab44a555ccc2b4e4
293,Don't,Ed Sheeran,pop,2015,95,61,81,-7,64,85,220,1,7,74,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Don%27t&apikey=7789e585a72c1c95ab44a555ccc2b4e4
294,Elastic Heart,Sia,australian dance,2015,130,79,42,-5,15,50,257,1,5,73,https://api.vagalume.com.br/search.php?art=Sia&mus=Elastic%20Heart&apikey=7789e585a72c1c95ab44a555ccc2b4e4
295,Rather Be (feat. Jess Glynne),Clean Bandit,dance pop,2015,121,59,80,-7,19,55,228,16,4,73,https://api.vagalume.com.br/search.php?art=Clean%20Bandit&mus=Rather%20Be%20%28feat.%20Jess%20Glynne%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
296,Hello,Adele,british soul,2015,158,45,48,-6,9,29,295,34,3,73,https://api.vagalume.com.br/search.php?art=Adele&mus=Hello&apikey=7789e585a72c1c95ab44a555ccc2b4e4
297,Dear Future Husband,Meghan Trainor,dance pop,2015,79,78,66,-5,32,83,184,38,19,72,https://api.vagalume.com.br/search.php?art=Meghan%20Trainor&mus=Dear%20Future%20Husband&apikey=7789e585a72c1c95ab44a555ccc2b4e4
298,43776,Beyoncé,dance pop,2015,136,71,75,-5,13,56,214,1,13,72,https://api.vagalume.com.br/search.php?art=Beyonc%C3%A9&mus=43776&apikey=7789e585a72c1c95ab44a555ccc2b4e4
299,The Heart Wants What It Wants,Selena Gomez,dance pop,2015,83,79,62,-5,14,62,227,5,4,72,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=The%20Heart%20Wants%20What%20It%20Wants&apikey=7789e585a72c1c95ab44a555ccc2b4e4
300,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,dance pop,2015,86,73,60,-4,33,53,193,24,15,72,https://api.vagalume.com.br/search.php?art=David%20Guetta&mus=Hey%20Mama%20%28feat.%20Nicki%20Minaj%2C%20Bebe%20Rexha%20%26%20Afrojack%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
301,Genie In a Bottle,Christina Aguilera,dance pop,2015,176,80,63,-7,14,91,218,21,16,72,https://api.vagalume.com.br/search.php?art=Christina%20Aguilera&mus=Genie%20In%20a%20Bottle&apikey=7789e585a72c1c95ab44a555ccc2b4e4
302,Company,Justin Bieber,canadian pop,2015,95,80,59,-5,8,43,208,13,6,72,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Company&apikey=7789e585a72c1c95ab44a555ccc2b4e4
303,Sing,Ed Sheeran,pop,2015,120,67,82,-4,6,94,235,30,5,71,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Sing&apikey=7789e585a72c1c95ab44a555ccc2b4e4
304,Jealous - Remix,Nick Jonas,dance pop,2015,93,71,68,-4,44,45,222,1,8,70,https://api.vagalume.com.br/search.php?art=Nick%20Jonas&mus=Jealous%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
305,Really Don't Care,Demi Lovato,dance pop,2015,121,73,71,-4,19,85,202,12,9,70,https://api.vagalume.com.br/search.php?art=Demi%20Lovato&mus=Really%20Don%27t%20Care&apikey=7789e585a72c1c95ab44a555ccc2b4e4
306,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,dance pop,2015,110,61,83,-4,29,71,293,9,7,70,https://api.vagalume.com.br/search.php?art=Macklemore%20%26%20Ryan%20Lewis&mus=Downtown%20%28feat.%20Melle%20Mel%2C%20Grandmaster%20Caz%2C%20Kool%20Moe%20Dee%20%26%20Eric%20Nally%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
307,Only Love Can Hurt Like This,Paloma Faith,british soul,2015,91,89,57,-5,33,31,233,10,8,69,https://api.vagalume.com.br/search.php?art=Paloma%20Faith&mus=Only%20Love%20Can%20Hurt%20Like%20This&apikey=7789e585a72c1c95ab44a555ccc2b4e4
308,Heartbeat Song,Kelly Clarkson,dance pop,2015,149,80,49,-4,6,48,199,1,5,69,https://api.vagalume.com.br/search.php?art=Kelly%20Clarkson&mus=Heartbeat%20Song&apikey=7789e585a72c1c95ab44a555ccc2b4e4
309,Up,Olly Murs,dance pop,2015,115,85,69,-5,10,64,224,2,3,69,https://api.vagalume.com.br/search.php?art=Olly%20Murs&mus=Up&apikey=7789e585a72c1c95ab44a555ccc2b4e4
310,Trumpets,Jason Derulo,dance pop,2015,82,70,63,-5,10,64,217,56,24,69,https://api.vagalume.com.br/search.php?art=Jason%20Derulo&mus=Trumpets&apikey=7789e585a72c1c95ab44a555ccc2b4e4
311,Runnin' (Lose It All),Naughty Boy,tropical house,2015,139,85,32,-6,48,8,213,1,8,69,https://api.vagalume.com.br/search.php?art=Naughty%20Boy&mus=Runnin%27%20%28Lose%20It%20All%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
312,Same Old Love,Selena Gomez,dance pop,2015,98,59,67,-4,21,44,229,2,3,69,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=Same%20Old%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
313,I Want You To Know,Zedd,complextro,2015,130,85,58,-3,14,37,240,1,6,68,https://api.vagalume.com.br/search.php?art=Zedd&mus=I%20Want%20You%20To%20Know&apikey=7789e585a72c1c95ab44a555ccc2b4e4
314,Lips Are Movin,Meghan Trainor,dance pop,2015,139,83,78,-5,11,95,183,5,5,68,https://api.vagalume.com.br/search.php?art=Meghan%20Trainor&mus=Lips%20Are%20Movin&apikey=7789e585a72c1c95ab44a555ccc2b4e4
315,I'll Show You,Justin Bieber,canadian pop,2015,192,61,36,-7,18,8,200,5,10,68,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=I%27ll%20Show%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
316,Here,Alessia Cara,canadian contemporary r&b,2015,120,82,38,-4,8,33,199,8,10,68,https://api.vagalume.com.br/search.php?art=Alessia%20Cara&mus=Here&apikey=7789e585a72c1c95ab44a555ccc2b4e4
317,I Lived,OneRepublic,dance pop,2015,120,85,59,-5,27,34,235,7,4,67,https://api.vagalume.com.br/search.php?art=OneRepublic&mus=I%20Lived&apikey=7789e585a72c1c95ab44a555ccc2b4e4
318,Fireball (feat. John Ryan),Pitbull,dance pop,2015,123,94,69,-5,5,79,235,9,6,67,https://api.vagalume.com.br/search.php?art=Pitbull&mus=Fireball%20%28feat.%20John%20Ryan%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
319,Easy Love,Sigala,dance pop,2015,124,94,68,-4,12,65,230,18,6,67,https://api.vagalume.com.br/search.php?art=Sigala&mus=Easy%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
320,The Feeling,Justin Bieber,canadian pop,2015,127,81,53,-6,10,21,245,8,6,67,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=The%20Feeling&apikey=7789e585a72c1c95ab44a555ccc2b4e4
321,I Really Like You,Carly Rae Jepsen,canadian pop,2015,122,81,62,-5,22,60,205,1,4,66,https://api.vagalume.com.br/search.php?art=Carly%20Rae%20Jepsen&mus=I%20Really%20Like%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
322,BOSS,Fifth Harmony,dance pop,2015,103,87,81,-5,5,74,171,1,11,66,https://api.vagalume.com.br/search.php?art=Fifth%20Harmony&mus=BO%24%24&apikey=7789e585a72c1c95ab44a555ccc2b4e4
323,Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,66,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Sugar&apikey=7789e585a72c1c95ab44a555ccc2b4e4
324,Focus,Ariana Grande,dance pop,2015,100,88,67,-6,44,79,211,27,24,66,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=Focus&apikey=7789e585a72c1c95ab44a555ccc2b4e4
325,All About That Bass,Meghan Trainor,dance pop,2015,134,88,81,-4,11,96,189,5,5,65,https://api.vagalume.com.br/search.php?art=Meghan%20Trainor&mus=All%20About%20That%20Bass&apikey=7789e585a72c1c95ab44a555ccc2b4e4
326,On My Mind,Ellie Goulding,dance pop,2015,155,71,70,-7,9,74,213,26,5,65,https://api.vagalume.com.br/search.php?art=Ellie%20Goulding&mus=On%20My%20Mind&apikey=7789e585a72c1c95ab44a555ccc2b4e4
327,Love Me Like You,Little Mix,dance pop,2015,106,67,79,-4,28,85,198,21,4,65,https://api.vagalume.com.br/search.php?art=Little%20Mix&mus=Love%20Me%20Like%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
328,Broken Arrows,Avicii,big room,2015,116,67,63,-7,10,29,233,5,5,65,https://api.vagalume.com.br/search.php?art=Avicii&mus=Broken%20Arrows&apikey=7789e585a72c1c95ab44a555ccc2b4e4
329,Booty,Jennifer Lopez,dance pop,2015,129,95,71,-4,26,40,210,0,5,64,https://api.vagalume.com.br/search.php?art=Jennifer%20Lopez&mus=Booty&apikey=7789e585a72c1c95ab44a555ccc2b4e4
330,What Do You Mean? - Acoustic,Justin Bieber,canadian pop,2015,125,36,77,-11,10,76,204,79,4,64,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=What%20Do%20You%20Mean%3F%20-%20Acoustic&apikey=7789e585a72c1c95ab44a555ccc2b4e4
331,Mark My Words,Justin Bieber,canadian pop,2015,114,26,38,-9,17,52,134,88,3,63,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Mark%20My%20Words&apikey=7789e585a72c1c95ab44a555ccc2b4e4
332,Lay It All on Me,Rudimental,dance pop,2015,123,75,67,-7,19,48,242,14,4,62,https://api.vagalume.com.br/search.php?art=Rudimental&mus=Lay%20It%20All%20on%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
333,American Oxygen,Rihanna,barbadian pop,2015,78,75,39,-6,33,48,320,5,9,61,https://api.vagalume.com.br/search.php?art=Rihanna&mus=American%20Oxygen&apikey=7789e585a72c1c95ab44a555ccc2b4e4
334,Bang Bang,Jessie J,australian pop,2015,150,75,71,-4,38,73,199,27,9,61,https://api.vagalume.com.br/search.php?art=Jessie%20J&mus=Bang%20Bang&apikey=7789e585a72c1c95ab44a555ccc2b4e4
335,Reality - Radio Edit,Lost Frequencies,belgian edm,2015,122,70,71,-8,7,60,159,2,3,61,https://api.vagalume.com.br/search.php?art=Lost%20Frequencies&mus=Reality%20-%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
336,Alive,Sia,australian dance,2015,100,76,51,-4,11,44,264,25,5,61,https://api.vagalume.com.br/search.php?art=Sia&mus=Alive&apikey=7789e585a72c1c95ab44a555ccc2b4e4
337,Sugar (feat. Francesco Yates),Robin Schulz,dance pop,2015,123,82,64,-5,16,64,219,2,6,60,https://api.vagalume.com.br/search.php?art=Robin%20Schulz&mus=Sugar%20%28feat.%20Francesco%20Yates%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
338,Been You,Justin Bieber,canadian pop,2015,113,78,74,-6,32,86,199,2,7,60,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Been%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
339,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,2015,123,89,76,-5,62,78,189,2,3,58,https://api.vagalume.com.br/search.php?art=Lilly%20Wood%20and%20The%20Prick&mus=Prayer%20in%20C%20-%20Robin%20Schulz%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
